Palabra, Ocurrencias
boord,0
brush,1
irritating,0
somewhere,1
memoranda,0
cap,6
expectansie,0
contemplation,0
boorded,0
dispersal,0
spre,0
one34,1
alwayes,0
deepen,0
disposed,0
booty,0
listlessly,0
awak,0
borough,1
dogs,0
bough,1
200,0
ledge,0
cheerfully,1
waist,3
razor,0
amaz,0
melodramatic,0
ral,0
accompanied,0
pester,0
bounty,0
mock,0
doer,0
brutal,0
com,0
banke,0
ice,2
greatly,2
oftentime,0
temperament,0
cicatrice,0
chequer,0
belieue,0
ironical,0
rite,0
embolden,0
concentration,0
hip,0
flatten,0
boyish,0
unexpectedly,0
dispatch,0
brace,0
administer,1
fitfully,0
braid,1
braine,0
branch,2
vacant,1
ble,0
branding,0
darling,0
crow,0
bravely,0
impetuous,0
instance,1
essential,0
wicket,0
halt,0
reluctantly,0
bodily,0
hunter,0
bravery,0
cramm,0
override,0
brawling,0
alcide,0
challenger,0
monarch,0
bray,0
radiance,0
phantom,20
brazen,0
ecod,0
begirt,0
instruct,0
lou,0
livery,1
constraint,0
heave,1
charming,0
knight,0
euen,0
emporium,0
ignite,1
loggerhead,0
breadless,0
consistent,0
breadth,1
coolest,0
dicer,0
breast,5
gulfe,0
uncomment,1
crew,0
performance,1
unselfish,0
farmer,1
elated,0
inquire,7
fascinating,0
enpierce,0
independent,0
prettinesse,0
pocket,7
displeased,0
23,1
dream,5
clot,0
pervert,0
brow,3
villaine,0
mistress,2
aggravate,0
winked,0
breathe,0
sitiwation,0
hamlets,0
awaken,0
difficult,1
outright,0
admirer,0
footway,0
hustle,1
distrusted,0
ribs,0
pantomime,0
bawled,0
breeches,0
honey,0
traile,0
accessory,0
plump,10
gutter,0
bragging,0
ben,0
echoed,1
affectingly,0
vii,0
humorous,0
rushlight,0
discomfort,0
bride,0
jerked,0
moult,0
aware,0
chickwee,0
excursion,0
creator,0
biffins,1
bridegroom,0
kissing,0
exuding,0
crimp,0
axe,1
bridewell,0
actuated,0
yielding,0
shepheard,0
bridle,1
leaving,0
batter,0
embrace,1
behinde,0
quick,2
charmingly,0
generall,0
thickly,0
brief,3
crystallisation,0
hat,3
clamber,0
briskly,2
milled,0
againe,0
corrupt,2
forwards,0
broach,0
dreine,0
clammy,0
paved,0
broader,0
craving,0
cup,1
comment,0
breathing,0
fore,0
broken,0
aspect,0
conceive,0
grocer,4
contest,0
aol,0
inundation,0
lover,0
peece,0
ague,0
disperate,0
accordingly,0
officiously,0
capture,0
browe,1
counsell,0
festival,0
marchpane,0
eyelids,0
chronically,0
flurry,0
brownlow,0
extract,1
bruise,0
recording,0
lighthouse,1
subside,1
ebullition,0
bruite,0
bowts,0
apparition,3
quarrel,3
bt,1
depict,0
bucket,0
narcotic,0
goe,0
happily,0
stoope,0
aside,3
pave,1
prenominate,0
revolve,1
distinctly,1
builds,0
inanimate,0
palenness,0
looks,0
cliffe,0
continuance,0
margery,0
merriment,2
cashier,0
bull,1
adventurous,0
parapet,1
bullet,0
mingling,0
posset,0
desirable,1
bulwarke,0
tybalt,0
bumble,0
blubb,0
front,2
bower,0
bumper,0
currently,0
condemnation,0
graciously,0
degradation,1
beloved,0
bumpers,0
chap,0
melting,0
combustion,1
resurrection,0
donation,16
curb,0
challenge,1
appreciate,0
brutus,0
intent,3
absurd,0
buriall,0
burly,0
forego,0
lent,0
dissemble,0
airs,0
burn,2
comic,0
wouldst,0
burning,0
teare,0
executioner,0
lap,0
antiquity,0
pour,4
athirst,0
ere,0
burthen,0
forme,0
connection,0
feelingly,0
burying,0
bushel,0
perspiration,1
jeering,0
lewd,0
business,26
mitigate,0
impressive,0
clo,0
bust,0
extremity,1
memorials,0
tumbled,0
butchery,0
brute,0
butler,1
misery,4
butt,0
underwent,1
agent,1
basin,1
consequen,0
circulate,0
em,12
buzz,0
bystander,0
sleepily,0
holiday,4
behold,3
bedfellow,0
forgery,0
cat,2
improbable,0
crockery,0
index,0
ostler,0
dead,19
colony,0
obsequious,0
arrange,0
00033,1
calfe,0
crumbs,0
calico,1
exile,0
reversionary,0
consume,0
goal,1
forgetful,0
call,22
confer,1
heavy,17
vnnaneld,0
dinner,17
stuart,0
begger,0
ardour,0
division,0
apparell,0
calmer,0
bodilesse,0
holding,1
cambridge,0
distrustfully,0
carry,10
carpenter,0
desp,0
cavalier,0
came,5
braced,0
bate,0
bolder,0
canada,0
teeth,0
capulet,0
perception,0
demeanour,1
canary,0
labyrinth,0
gad,0
labourer,1
pestilence,0
disengage,0
tacit,0
118,1
brilliantly,0
candlestick,0
candy,1
trait,0
gnashing,0
canister,1
cautionary,0
cank,0
butcher,0
fatigued,0
kindness,2
transcription,1
dint,0
suspiciously,0
bunche,0
oakum,0
caressing,0
hulk,0
enthusiasm,0
catechist,0
yonder,2
happiness,6
lesson,3
union,1
deerely,0
cheerfulness,1
scenedesc,0
mire,0
mornin,0
dangerous,0
canon,0
authorship,0
possest,0
exclusion,1
cloth,3
arrant,0
dam,0
perwente,0
irregular,0
capitall,0
mesh,0
bathe,0
countryman,0
hopefulness,0
unenforceability,1
transformation,1
seruice,0
milke,0
press,2
unworthier,0
avidity,0
billowy,0
caption,1
carbuncle,0
floppin,0
care,9
dusk,0
carter,0
elbowing,0
slaues,0
headache,0
bestride,0
outstretche,1
painfully,0
yearn,0
absolute,2
career,0
faction,0
euerie,0
carelessness,0
traject,0
intimation,1
roomed,1
cares,0
drawes,0
cabin,0
excrescence,2
accuracy,1
caricature,0
carmagnole,0
breake,0
intoxicated,0
extasie,0
abilitie,0
trophee,0
affectionately,0
reach,5
cherry,1
carton,0
cricket,0
muslin,0
carue,0
hauocke,0
calmness,0
daub,0
cash,1
gymnastic,0
bulrush,0
camell,0
seacoast,0
flambeaux,0
caskets,0
schoolmaster,2
paddock,0
bud,0
distemper,0
caressingly,0
brat,0
beshrew,0
oar,0
respeake,0
assume,0
chestnuts,4
champaign,0
sodainely,0
guide,1
light,41
back,29
criticise,0
also,9
hussie,0
hang,14
uncouth,0
ly,0
universal,2
anguish,0
capacity,1
fume,0
nearest,0
flat,1
catastrophe,0
spinner,0
fearfull,0
catechism,0
perjury,0
albans,0
startled,1
casting,0
cater,0
wilfully,1
cattle,0
waddle,0
completest,0
affayre,0
bliss,0
foolish,0
enforce,0
assigne,0
drainage,0
monument,0
cavalcade,0
chaos,0
nuts,1
coterie,0
atrocity,0
cavernous,0
cd,0
cdata,1
celestial,1
admire,0
mutilate,0
disposition,0
cell,1
cureless,0
cerecloth,0
scaffold,0
dominoes,0
chase,0
certainly,4
thereunto,0
chowgh,0
clenching,0
impediment,0
june,0
clasping,0
inscrutable,0
cesspool,1
pharaoh,1
catch,9
royalty,5
parentage,0
chair,10
bright,12
famish,0
host,0
chaldean,0
gallow,0
heraldry,0
haine,0
stryver,0
leaps,0
doing,1
carrion,0
dancer,1
herald,0
enthusiastically,0
height,0
chatter,1
sweat,0
chanced,0
uncomfortable,0
dollar,0
pendulous,1
destined,0
donor,1
chandler,0
strive,2
fluttering,1
lion,0
january,0
chanson,0
chappell,0
rime,1
inspiration,0
clank,2
chapter,0
convenient,2
gate,4
grandsir,0
congratulate,0
fifteen,3
character,2
interrogation,0
acquiesce,0
springing,0
city,13
charged,0
charger,0
purport,0
chariest,0
chariot,0
hope,24
charitable,2
resolution,2
far,9
extemporise,0
arm,14
markman,0
broad,3
temper,2
charlotte,0
functionary,0
approvingly,0
sunshiny,0
buoy,0
heaviness,0
supply,0
smithfield,0
cruncher,0
charm,0
benefactor,0
charwoman,1
trembling,5
thence,0
temperately,0
ad,0
chateau,0
oddity,0
acquaint,1
cheap,3
cheefe,0
39,1
keenly,3
glaring,0
bloude,0
affair,0
cheek,4
pander,0
dart,1
boiling,0
imploy,0
inclination,0
snowball,1
mutilation,0
cheese,1
digestive,0
ouse,0
fac,0
castle,0
indulge,0
fierce,0
recompense,1
purposeless,0
could,62
sollemne,0
courtship,0
glimmering,0
renewal,0
harlequin,0
greeting,1
distribution,6
perplexity,0
child,45
denouncer,0
theeue,0
flushed,1
chide,0
extremely,2
cook,6
immolate,0
employer,0
cord,0
kingdom,0
cockle,0
quarto,0
chiding,0
farthest,0
british,0
blur,0
chief,2
sighe,0
141,1
chip,0
blotch,1
blinde,0
rat,1
arraigne,0
brag,0
chimney,4
betosse,0
chink,2
area,0
way,33
gang,0
violent,1
spencer,0
ragged,3
offall,0
chiswick,0
glue,1
blasphemous,0
surplice,0
eaten,0
calf,1
chitling,0
chol,0
affectionate,1
agony,1
heare,0
clutch,2
chilling,1
choller,0
idea,6
extinct,0
chooseth,0
choosing,0
peal,2
cheapness,1
chopfalne,0
rore,0
choplogic,0
helpe,0
feminine,0
fence,0
summoning,0
fencing,0
instalment,1
swing,0
fill,7
iulius,0
perdie,0
ferocity,0
repression,0
be,0
ferry,0
fervent,0
eldest,0
fervently,0
originate,0
fervour,1
untouched,0
fester,0
burnish,0
festive,1
befriend,0
brewing,0
fetch,2
fetter,1
prentis,0
hideously,1
sterner,0
pathetic,0
fettle,0
feudal,0
worsted,0
little,64
few,0
fewest,0
grant,1
weakness,1
fezziwig54,1
virus,1
row,0
future,11
fia,0
holden,0
doth,0
fiction,0
fictitious,1
trebly,0
suspend,0
downstairs,1
mastery,0
fiddlestick,0
immoderately,0
field,3
prematurely,1
fiend,0
confusion,0
howbeit,0
fiercely,1
fierie,0
appealed,0
fire,35
fiery,1
fife,0
fatally,0
fifth,1
fiftieth,0
guilt,0
stolid,0
discuss,1
fifty,5
carde,0
fig,1
interruption,0
figcenter,1
put,27
lispe,0
figleft,1
96,1
housetop,0
figright,1
brown,5
medium,6
gossip,0
filament,0
turbid,0
housekeeper,2
filbert,1
gild,0
stocke,0
filenumber,1
filiall,0
chiefest,0
film,0
washable,0
slowness,0
fairly,0
filth,1
filthiest,0
indivisible,0
feet,0
michael,2
michaelma,0
filthy,0
dismiss,3
mound,0
final,0
abandoned,0
finally,0
hardship,0
havid,0
misbeliever,0
financial,1
noisily,1
find,28
unquestionably,2
coverley,1
autumn,0
brothell,0
finding,2
fine,5
luminous,0
sphere,1
melancholly,0
finest,0
preceptor,0
finis,0
knocke,0
thigh,0
raising,1
particular,9
finish,2
harshly,0
finished,0
england,0
finsbury,0
privileged,0
fir,0
firemen,0
paramour,0
fireplace,3
fireside,1
firm,3
firmament,0
greefes,0
firme,0
human,3
firmly,0
kingston,0
firmness,0
first,36
kibe,0
bitt,0
firstly,0
gawdie,0
fish,3
other,2
fishmonger,0
twere,0
fisted,1
fitful,0
fiue,0
copy,22
hidden,1
irish,0
bidding,0
five,9
pickhaxe,0
milkman,1
picker,0
five137,1
flicker,1
abandonment,0
five147,1
imperiously,0
fix,3
fixt,0
flag,0
flaggon,0
whor,0
peeping,0
varnish,0
tragic,0
posting,0
grimace,0
flagon,0
scarlet,0
boldly,1
flambeau,0
proper,0
flame,1
flannel,1
flap,0
flare,2
frob,0
shipwreck,0
flask,0
hidious,0
flatter,0
rupted,1
capital,1
flye,0
flattering,0
ceaseless,0
flavour,2
board,3
flaxen,0
blessing,2
oath,0
flay,0
delete,0
hurried,2
emulate,0
fleck,0
rearward,0
fledge,0
quench,0
gnat,0
flounder,0
mountain,1
hunted,0
fleer,0
strangely,0
fleeting,0
legally,1
heretic,0
fleme,0
pol,0
flesh,1
flew,0
il,0
dilber,6
flickered,0
flickering,0
grasping,1
irresistibly,2
flie,0
flightly,0
flinch,0
overhanging,0
merchant,5
fling,1
lonesomeness,0
sooth,0
although,6
flog,0
flood,1
tattered,0
major,0
overlook,0
perforce,0
florid,0
flounce,0
heretofore,0
package,1
landing,0
flow,0
herb,0
parishioner,0
flowed,0
illusion,0
flowery,1
observance,0
flute,0
restlessly,0
repose,1
lean,2
flutter,1
soap,0
featherweight,0
flying,0
scanner,0
fort,0
fog,6
aquiline,0
foggy,2
vassal,0
subiect,0
incorporate,0
fogle,0
fogs,0
distort,0
nocturnal,0
foible,0
foile,0
fol,0
fold,4
knave,0
thrice,0
coachstep,0
coal,3
folk,1
follere,0
follow,12
weepe,0
narrated,0
wolf,0
murdrous,0
authorise,0
followes,0
walk,32
vinegar,1
tenderly,0
irritable,0
fond,1
fondly,1
extra,1
font,4
miscarried,0
avenue,0
joy,3
foode,0
foole,0
foot,10
ore,0
foote,0
footed,0
whereunto,0
wailing,0
footing,0
unsupported,0
steak,0
kramer,0
unpack,0
footman,0
notify,0
footnote,0
muffin,0
airily,0
inn,0
righteous,0
dressed,1
disturbance,0
footpace,0
outer,2
footpath,0
footprint,0
131,1
fopp,0
bacchanalian,0
lustiest,1
forage,0
forasmuch,0
haughty,0
outweigh,0
forbear,1
globe,3
absurdity,0
forbearance,1
eleuen,0
hedge,0
limit,3
dungeon,0
forbid,1
shold,0
forborne,0
coverlid,0
foreshadow,1
forc,0
foreboding,0
sweeper,0
forcible,0
floor,7
obeyes,0
wulgar,0
forcibly,0
infuriate,0
foredoe,0
tugging,0
slug,0
forefather,0
uppermost,0
treacherous,0
forefing,0
forefinger,0
pigeon,0
forehead,2
divine,0
foreign,3
foreman,0
powder,0
foremost,1
hic,0
forensic,0
tocsin,0
orpheus,0
forerd,0
forerunner,0
caustically,0
cautiously,1
honourd,0
listless,0
foresaid,0
foresaw,0
foresee,0
gambol,0
lung,0
duration,0
foresight,0
pantry,0
pettie,0
receipt,3
hen,0
restriction,2
forester,0
foretaste,0
slout,0
girth,1
wengeance,0
resentful,0
habit,2
adaie,0
foretold,1
antimonial,0
accomplice,0
ladyship,0
forever,0
forfeite,0
eyed,0
forfeiture,0
siege,0
jacobin,0
slackened,0
forgetfulness,0
lyest,0
forgiuenesse,0
bassanio,0
hung,3
forgiveness,1
forgone,0
forgot,0
humph,0
forgotten,0
fork,1
wel,0
forlorner,0
form,12
apt,0
formal,0
moe,0
exeunt,0
corpse,1
formality,0
donkey,0
formall,0
ascent,0
format,6
benefice,0
former,8
formes,0
loo,0
forr,0
letter,3
bates,0
nobody,15
premature,0
forsook,0
forth,17
forthwith,0
provincial,0
6px,0
fortify,0
raisin,1
fortifying,0
21,1
fortinbra,0
undressing,0
knot,2
fortinbras,0
leisurely,0
fortitude,0
fortnight,0
robust,0
butcherly,0
incommodious,0
roar,5
marcellus,0
fortnightly,0
straggling,0
midas,0
layes,0
towre,0
suffre,0
scowling,1
relocke,0
fortun,0
fortunate,0
judge,2
untaught,0
fortune,5
forty,2
beckon,1
foule,0
foulon,0
found,0
foundation,25
deuoutly,0
foundling,0
page,6
fountain,0
wive,0
doe,0
luxuriant,0
favourable,0
neglecting,0
impetuosity,0
four,9
concession,0
foure,0
fourpenny,0
indiscretion,0
fourteen,0
loved,0
fourteenth,0
lodg,0
accompanyist,0
fourth,0
fowl,1
neede,0
fox,0
abridgement,0
foyle,0
fraction,0
faiery,0
fracture,0
helplessness,0
being,2
juvenile,0
fragment,4
lath,1
glisten,2
mistris,0
fragrance,1
gypsy,0
frail,1
fram,0
profoundly,0
behoved,0
fran,0
turkeys,2
likenesse,0
ugh,0
occurance,0
attachment,0
imply,2
spike,0
offence,2
outwatche,0
fed,0
frankely,0
spatter,0
frankfort,0
maintain,1
frantic,0
vast,4
fraternity,0
termes,0
horsehair,0
fraudulently,0
fraught,1
fray,0
accus,0
free,15
freetown,0
french,1
smock,0
frenchman,0
king,0
desolate,0
frenchmen,0
frend,0
bal,0
mimic,0
frenzy,0
frequenting,0
frequently,0
fresh,6
freshness,0
desolately,0
ethiop,0
fretfull,0
gaoler,0
xxviii,0
friar,1
pommel,0
girlhood,0
friend,15
resolutely,0
promontory,0
lifer,0
lustre,0
friende,0
elder,0
downright,0
majestically,0
fairely,0
friendliness,0
waft,0
devilish,0
must,32
bedight,1
friendship,0
obstinately,0
sparing,0
fright,0
develop,1
frightfully,0
frill,0
lawful,0
fringe,1
whittington,0
frisk,1
frivolity,0
draggin,0
indention,0
oppressed,0
bade,2
frizzled,0
frizzling,0
cleft,0
mutual,0
frog,0
frontier,0
frouzy,1
ropery,0
citizen,0
froward,0
stated,0
frowningly,0
frowsy,0
status,4
rous,0
frozen,2
horseback,0
fruite,0
fruiterer,1
guiled,0
oughn,0
fruitless,0
wayest,0
twice,4
seate,0
frutify,0
fry,1
ftp,0
tradesmen,0
changeless,0
fulfill,0
timidly,1
fulfilment,0
fulness,0
bastille,0
fumble,0
formerly,0
fumbled,0
searchers,0
sashe,0
perplexedly,0
terror,4
precipitate,0
shaft,0
fumigate,0
hover,0
funding,0
ioue,0
roob,0
funeral,3
funereal,0
funny,0
furious,0
spoke,0
contract,3
furiously,0
furnish,2
thicken,1
cannoneer,0
jealous,0
yaha,0
certainty,0
furtherance,0
shouldering,0
gamboll,0
furtive,0
bridesmaid,0
fury,0
fustian,0
pool,0
furze,1
fuse,0
pe,0
futur,0
gab,0
gender,0
gable,0
gadso,0
support,6
gag,0
history,0
gage,0
involved,0
gaiety,0
gaily,3
path,3
adjective,0
gaine,0
pretext,0
reveal,1
clearness,0
gained,0
gainsay,1
gainst,0
march,0
affidavit,0
gait,1
gaiter,0
gale,1
51,1
gall,0
bass,1
gallantry,1
gallery,0
deuotion,0
2782,0
galley,0
seeming,0
gallon,0
joyfully,0
galvanic,0
martino,0
bawdy,0
gambal,0
composedly,0
insinuate,0
subthig,0
attesting,0
game,7
disfigured,0
blasphemy,0
games,0
eat,7
gaming,0
hatfield,0
gammon,0
uproariously,0
incarnation,0
gaol,1
inhuman,0
gap,1
sterrill,0
garb,0
biography,0
garbage,0
greatness,0
cressid,0
illium,0
gardener,0
gardening,0
gardiner,0
garish,0
ful,1
henceforward,0
garland,0
himselfe,0
lieutenant,0
garment,7
latitudes,0
garner,0
beggar,3
garnish,0
xlii,0
garrison,0
gas,2
presentation,0
gash,0
neapolitan,0
gates,0
sermon,0
gateway,1
oxford,0
gathering,1
sliuer,0
deceitful,0
gatorie,0
gatory,0
david,0
leniently,0
gaue,0
gauge,0
gaugy,0
gaul,0
gaunt,0
payment,4
porochial,0
gauntlet,0
unnecessarily,0
fagin,0
gauze,0
gave,0
gavest,0
gay,2
courses,0
gayest,0
gazer,0
gazette,0
gazing,0
gear,0
gelt,0
lips,1
gem,0
gen,0
knockt,0
malignity,0
genealogy,0
gã,0
general,5
1994,0
generally,0
generation,3
geneva,0
remembrance,0
genial,2
genii,0
genius,2
genivine,0
palmer,0
failure,0
gent,0
worth,1
gentle,3
vend,0
policeman,0
gentlemanlike,0
gentlemanly,0
gentleness,0
imposition,0
ocr,0
furth,0
gentlman,0
penitent,0
gently,4
gentrie,0
genuine,0
george,0
prospect,0
germaine,0
footstool,2
germany,0
gertrude,0
anticipate,0
get,26
controvert,0
disturb,3
individually,1
ceremony,0
jag,0
getting,1
overhead,0
immur,0
hog,0
ghastly,0
gho,0
truthfully,0
incest,0
droop,1
ghost,100
sweare,0
gidge,0
contemptuous,0
gifted,0
gigantic,1
silk,0
apart,3
gigantically,0
victory,0
therewithal,0
gilding,0
manna,0
degree,3
obtaining,1
gill,0
wisit,0
twain,0
gin,1
unwatched,1
ginger,0
gird,2
treaty,0
magnitude,1
girl,18
hugger,0
girls,1
resonance,0
gis,0
pretence,0
giue,0
giuer,0
given,0
returneth,0
brotherhood,0
lying,2
giving,0
glad,3
gladly,2
gladness,1
glancing,0
prick,0
glare,2
legge,0
glassful,0
glassy,0
offal,1
gleam,0
gleams,0
questioner,0
ogreish,0
glean,0
gleefully,0
womanhood,0
kicking,0
hardihood,0
gleane,0
adornment,0
glee,3
parliament,2
gleek,0
groom,1
hereaft,0
neptune,0
glide,1
stoof,0
glimpse,2
glistened,0
glistening,0
inclin,0
glister,0
glittered,1
glo,0
gloome,0
gloomily,0
gradation,0
musket,0
theoretically,0
gravity,0
glorious,6
glos,0
modestie,0
everybody,6
neere,0
exceedingly,3
animation,0
glow,6
oh,16
abuse,0
palme,0
probability,0
troy,0
gloweringly,0
pointedly,0
implacable,0
glowing,0
glut,0
bel,0
goat,0
god,12
bisson,0
intelligence,0
transitory,0
godmother,0
rivet,0
ardently,0
intensely,0
dearest,0
mirrour,0
goer,0
abstain,0
gumme,0
goeth,0
seekes,0
coherent,0
libertine,0
goin,0
holla,0
bony,0
golden,3
hewed,0
jocosity,0
gon,0
gondola,0
gone,2
ies,0
gonzago,0
goodman,0
explorer,0
livered,0
association,0
annihilate,0
goose,8
childishness,0
gore,0
narrator,0
whatsoever,2
gorge,0
spit,0
mid,0
gorgon,0
jiffy,1
gormandize,0
addressing,0
gossamer,0
governor,0
satisfactorily,0
enable,0
gown,7
grace,2
use,34
gracefully,1
esteem,1
gorgeous,0
gracious,0
grade,1
impaste,0
namely,0
gradually,0
grain,0
usher,0
gramercy,0
heroism,0
sere,0
scarse,0
grand,0
ostensible,0
pathway,0
grandam,0
145,1
bring,14
grandfather,0
grandmammas,0
schoole,0
jining,0
grandmother,0
holster,0
grandson,0
graphic,0
grapple,0
cackling,0
heavin,0
horizon,0
notifie,1
grass,3
grasshopper,0
gratefully,1
jovial,4
hangman,0
gratiano,0
upshot,0
holy,0
humbly,0
gratification,0
nettle,0
perceiue,0
peroration,0
young,32
gratified,0
correspond,0
gratitude,2
graue,0
grav,0
hump,0
hazardous,0
gravestone,0
gray,0
shy,0
graz,0
unbruised,0
graze,0
grazi,0
greasy,1
james,0
great,41
peruse,0
warlike,0
greatest,0
greatnesse,0
trodden,0
grecian,0
seen,0
gree,0
greece,0
guildenstern,0
greedily,0
greedy,1
greefe,0
greek,0
necessity,1
perceptible,0
green,5
homeopathic,0
greenland,0
heeding,0
greet,2
gregarious,0
gregory,1
successor,1
cite,0
grey,2
grief,2
griefes,0
envious,0
imperative,0
801,1
begge,0
monstrously,0
twinkling,0
sign,5
griev,0
sideboard,0
editing,0
grievance,0
planet,0
grievously,0
grim,0
grimmer,0
grimwig,0
grind,0
bone,6
fulsome,0
grinding,0
fourscore,0
flinty,0
grindstone,1
lorry,0
ridge,0
grinning,1
heauen,0
wherefore,1
grip,0
loop,0
gripe,0
vegetable,0
interrupting,0
grisly,0
revenge,0
grist,0
grizzle,0
groan,0
abraham,1
beside,10
nobler,0
grocery,0
grog,1
ould,0
characteristic,1
grop,0
assign,2
familiar,4
groping,0
ignobly,0
gross,1
opened,0
grossly,0
welsh,1
grossness,0
grosvenor,0
change,17
grotesque,0
scrape,2
groundlings,0
glutinous,0
perseuer,0
group62,1
refraine,0
laur,0
heads,0
maxim,0
disgorge,1
grouped,0
throat,0
bak,0
grovel,0
incredulously,0
grovelling,0
thether,0
growling,0
guil,0
deare,0
growlingly,0
word,26
grown,0
untire,0
grownd,0
exaggerated,0
grub,0
grudge,0
whisk,0
swung,1
grudging,0
watchman,0
gruff,1
grunt,1
torn,0
pretend,1
food,0
person,12
often,13
guardhouse,0
guest,2
deale,0
guidance,0
housekeep,0
alla,0
pancra,0
covey,0
casually,0
guild,0
bechanc,0
guildensterne,0
guile,0
qualification,0
guillotine,0
receive,12
guise,0
gulf,0
modern,0
gun,0
questionless,0
gunmaker,0
gush,1
gust,0
gutindex,0
wilderness,0
gyve,0
locke,0
slide,3
flattered,0
h1,1
symptom,0
preciously,0
h2,1
pike,0
appearance,3
epicure,0
h3,1
poke,1
unconcerned,0
recline,0
assort,0
leisure,0
h5,1
distractedly,0
luggage,0
solicit,2
habitation,0
incommodiousness,0
habite,0
habitually,0
hack,0
hackney,0
lamenting,0
hadst,0
nominate,0
bewildering,1
hag,0
haggardness,0
disuse,1
haggle,0
hah,0
hail,1
rebuild,0
haile,0
hair,8
haire,0
craft,0
hairy,0
shaken,0
edify,0
half,27
halfepeny,0
calue,0
halfpence,0
hone,0
lyes,0
terrace,0
hall,7
hallow,0
sleeper,0
hallowed,0
enmity,0
going,5
halter,0
incumbrance,0
unbearable,0
ham,0
mandrake,0
meritorious,0
hamlet,1
hammer,2
frock,0
hammersmith,0
move,5
sauce,2
hampstead,0
outhouse,0
blockquot,1
hampton,0
hams,0
handcuff,0
handiwork,0
item,1
thin,1
handkecher,0
handkerchiefs,0
adult,0
handle,2
handsaw,0
evident,0
handy,0
may,39
hangdog,0
hees,0
hanged,0
hanging,0
fertile,0
pardona,0
stormy,0
happe,0
pollonius,0
eloquent,0
happen,16
craven,0
happened,0
labours,0
artifice,1
happier,0
reviv,0
european,0
happinesse,0
diminished,0
kingly,0
profuse,0
happy,16
haradda,0
faintness,0
harbour,0
wistful,0
hard,11
norfolk,1
harden,0
knitting,0
suet,0
hardily,1
cornhill,3
hardly,3
rosincrane,0
incomplete,1
uncompromise,0
screech,0
hardy,0
discreet,0
harlot,0
harm,1
scramble,1
harmless,2
stalwart,0
muster,0
every,41
perhaps,9
attention,2
harmony,0
interrupt,0
harness,0
harp,1
harridan,0
wait,1
pausing,0
harshest,0
neighbor,0
waken,0
dreadfully,1
harshness,0
harvest,0
iigge,0
blandly,0
perspective,0
ended,0
hast,1
hasted,0
magnificently,0
signing,0
mistaken,1
hastened,0
hostler,0
inconsistent,0
hastiness,0
crisply,0
hasty,0
impeachment,0
hatchet,0
hatchment,0
kite,0
hate,0
kid,0
weal,0
haughtily,0
wot,0
bounce,0
haughtiness,0
herein,0
internal,1
worker,0
hauiour,0
haul,0
haunch,0
thinness,0
haunt,2
haunted,2
last,38
memoir,0
conspiracy,0
haviour,0
forsake,0
hawker,0
hawthorn,0
inscription,0
looke,0
penetrate,1
hay,0
seasonable,2
haystack,0
padle,0
hazelnut,0
head,42
fain,1
header,0
moveth,0
headgear,0
priestly,0
assail,0
heading,5
headlong,0
produce,10
infinitely,1
headstrong,0
end,21
19,1
maruellous,0
heal,0
peggy,0
weake,0
pen,4
health,3
overjoy,0
healthfull,0
frosty,1
healthsome,0
street,23
healthy,0
oily,1
heap,5
hear,35
hoodwink,0
burgher,0
procedure,0
heard,0
christians,0
nat,0
usurer,0
occult,0
hearing,1
see,88
penthouse,1
hearke,0
hears,0
hearse,2
mud,2
hearte,1
hounslow,0
website,0
hearthstone,1
paire,0
oppose,0
heartiness,1
perpetually,0
pigtail,3
heartsick,0
nurs,0
hearty,5
paconcie,0
stricken,0
heat,3
juicy,2
overhear,1
heath,0
laurence,0
damme,0
heathen,0
sharp,6
heau,0
heaue,0
miraculous,0
ont,0
virtually,0
pastry,1
want,11
foh,0
heauenly,0
mortification,0
heaven,7
heavens,0
inmate,0
pierc,0
ist,0
char,0
heaver,0
heavier,0
heaving,0
furthermore,0
heiress,0
hebenon,0
denote,0
hebrew,0
eighth,0
included,1
abundantly,0
nonce,0
hecticke,0
hecuba,0
chafe,1
overladen,0
kinchin,0
boade,0
hedg,0
manly,0
upraised,0
heeded,1
mann,0
inquiry,1
meekness,0
pastor,0
cravat,2
plough,1
heedless,0
martyr,0
heel,0
heele,0
heeles,0
condolement,0
heerd,0
medley,0
heighten,1
heinous,0
lid,1
helena,0
hellish,0
london,2
ones,0
help,15
cloathe,0
helped,1
helpless,0
opulence,1
hora,0
mellow,0
helpmate,0
hence,0
dropcap,0
henceforth,0
hendon,0
hent,0
expiration,0
heraldrie,0
hunger,0
mingle,1
bespatter,0
herbe,0
hercule,0
infamous,1
herd,1
hereabout,0
windy,0
frizzle,0
hereafter,0
heresy,1
vista,0
hereupon,0
vent,0
hyman,0
whirrs,0
hermit,0
pair,5
hermony,0
tomorrow,0
hero,0
herod,0
heroic,0
herre,0
hesitated,0
lock,7
curiously,7
hesitating,0
diligence,0
insufficient,0
hey,3
heyre,0
hid,1
togs,0
hide,7
chillness,0
hideous,1
hie,0
nobleman,0
highly,1
yore,0
instead,5
highmost,0
submit,0
maximum,1
rehearse,0
momentous,0
highnesse,0
hilde,0
plash,0
hill,0
struck,1
leant,0
situation,5
measured,0
witch,1
swounde,0
enshrouded,0
hillo,0
courtly,0
indistinct,0
hilt,0
distressed,0
inoffensive,0
tatter,1
hindge,0
secondly,0
hinge,2
